Vid,Abbr,Precinct,PrecinctSub,Party,PartyMain,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,OldestInHouseBirthYear,IsOldestInHouse,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Tot_Possible_Votes,Act_Votes,Pct_Possible_Votes,Hid,cHid
8169,111,835300,0,NPP,NPP,2017-05-07,Y,2017-05-07,,,,,,,3,0.0,-1.0,-1.0,1975,1975,True,True,UNK,India,M,True,,True,94536,AVE,gmail.com,,,0,0,-1.0,5471,5471
8170,99,832710,0,DEM,DEM,2012-05-18,Y,2003-09-10,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1954,1951,False,True,UNK,Afghanistan,F,True,,False,94538,DR,UNK,DEM,DEM,6,5,0.8333333333333334,828,828
8171,16,832800,0,DEM,DEM,2008-02-05,Y,2008-02-05,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1989,1957,False,True,UNK,Philippines,M,True,,False,94538,DR,sbcglobal.net,DEM,DEM,6,1,0.16666666666666666,5108,5108
8172,99,832400,0,DEM,DEM,2016-08-18,Y,2012-10-22,A,V,N,N,V,,3,7.0019,10.0031,0.7,1992,1957,False,False,California,USA,F,True,,False,94536,DR,UNK,PF,,5,3,0.6,780,780
8173,111,835400,0,NPP,NPP,2017-02-28,Y,2017-02-28,,,,,,,3,0.0,-1.0,-1.0,1982,1954,False,False,UNK,UNK,F,True,,False,94536,CT,UNK,,,0,0,-1.0,1608,1608
8174,111,832800,0,NPP,NPP,2018-03-26,Y,2018-03-26,,,,,,,3,0.0,-1.0,-1.0,2000,1955,False,True,California,USA,F,True,,False,94538,ST,UNK,,,0,0,-1.0,196,196
8175,10,832800,0,DEM,DEM,1997-10-06,N,1997-10-06,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1979,1954,False,True,UNK,UNK,M,True,,False,94538,ST,UNK,,,6,3,0.5,3456,3456
8176,21,832600,1,NPP,NPP,2016-03-10,Y,2016-03-10,N,,,,,,3,0.0,2.5001,0.0,1998,1959,False,True,UNK,UNK,F,True,,False,94538,CT,gmail.com,,,1,0,0.0,2576,2576
8177,99,832910,0,DEM,DEM,1991-09-12,N,1991-09-12,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1952,1949,False,True,California,USA,F,True,,False,94538,PL/TER,UNK,,,6,3,0.5,4316,4316
8178,1,832810,0,DEM,DEM,1992-06-09,Y,1992-06-09,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1931,1931,True,True,California,USA,F,True,,False,94538,DR,UNK,DEM,DEM,6,4,0.6666666666666666,2769,2769
8179,99,832210,2,DEM,DEM,2002-04-04,N,2002-04-04,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1968,1968,True,True,California,USA,F,True,,False,94536,DR,UNK,,,6,1,0.16666666666666666,3559,3559
8180,1,835310,0,DEM,DEM,2016-09-24,Y,2008-01-16,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1967,1967,True,False,UNK,UNK,F,True,,False,94538,CMN,UNK,NPP,NP,6,1,0.16666666666666666,2924,2924
8181,111,835100,0,DEM,DEM,2017-04-05,Y,2017-04-05,,,,,,,3,0.0,-1.0,-1.0,1999,1966,False,True,California,USA,M,True,,False,94536,CMN,gmail.com,,,0,0,-1.0,4190,4190
8182,12,835400,0,REP,REP,2016-06-07,Y,1993-08-19,A,V,A,N,V,N,3,8.8023,11.0063,0.8,1946,1946,False,True,UNK,Germany,F,True,,False,94536,ST,UNK,REP,REP,6,4,0.6666666666666666,6312,6312
8183,99,835100,0,DEM,DEM,2016-11-14,Y,2016-11-14,,,,,,,3,0.0,-1.0,-1.0,1969,1927,False,False,UNK,UNK,F,False,INDIA,False,94536,CMN,UNK,,,0,0,-1.0,1960,1960
8184,109,835000,0,DEM,DEM,2016-10-22,Y,2016-10-22,A,,,,,,3,2.5001,2.5001,1.0,1990,1952,False,True,California,USA,M,True,,False,94536,PL/TER,rocketmail.com,,,1,1,1.0,6788,6788
8185,1,835300,0,DEM,DEM,2017-12-27,Y,2017-11-21,,,,,,,3,0.0,-1.0,-1.0,1989,1989,True,True,New York,USA,F,True,,True,94538,AVE,gmail.com,,,0,0,-1.0,6906,6906
8186,23,832620,1,NPP,NPP,2008-09-03,Y,2008-01-22,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1989,1955,False,False,Massachusetts,USA,M,True,,False,94538,DR,UNK,NPP,NP,6,1,0.16666666666666666,3964,3964
8187,12,832600,1,REP,REP,2010-06-08,Y,1987-07-08,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1969,1969,True,True,Illinois,USA,F,True,,True,94538,WAY,UNK,REP,REP,6,1,0.16666666666666666,3094,3094
8188,82,832620,2,DEM,DEM,1980-04-28,Y,1980-04-28,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1956,1927,False,True,Colorado,USA,F,True,,False,94538,AVE,UNK,DEM,DEM,6,6,1.0,2195,2195
8189,99,832400,0,DEM,DEM,2008-01-22,Y,1986-05-30,A,A,N,N,A,A,3,8.0051,11.0063,0.73,1958,1957,False,True,California,USA,F,True,,False,94536,DR,UNK,DEM,DEM,6,4,0.6666666666666666,888,888
8190,82,832800,0,IND,OTH,2008-10-08,N,1987-12-29,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1955,1954,False,True,Iowa,USA,F,True,,False,94538,DR,UNK,N-DEM,,6,3,0.5,60,60
8191,12,835010,0,DEM,DEM,2016-11-08,N,2016-01-25,V,N,,,,,3,2.5001,5.5003,0.45,1978,1952,False,False,UNK,India,UNK,True,,False,94536,CT,UNK,NPP,,2,1,0.5,1241,1241
8192,32,832810,0,NPP,NPP,1996-08-20,Y,1996-08-20,V,N,A,N,A,N,3,5.8021,11.0063,0.53,1965,1965,True,True,California,USA,M,True,,False,94538,ST,UNK,NPP,NP,6,3,0.5,6929,6929
8193,82,835200,0,DEM,DEM,2016-08-18,Y,2007-12-24,A,V,V,V,V,V,3,11.0063,11.0063,1.0,1961,1960,False,True,UNK,Philippines,M,False,USA,True,94536,ST,UNK,DEM,DEM,6,6,1.0,4265,4265
8194,1,832800,0,DEM,DEM,2008-09-19,N,2008-09-19,N,N,N,N,N,N,3,0.0,11.0063,0.0,1989,1929,False,True,UNK,Costa Rica,M,True,,False,94538,DR,UNK,,,6,0,0.0,4899,4899
8195,1,832210,2,DEM,DEM,2016-05-21,Y,2003-09-24,A,A,V,N,V,N,3,8.8023,11.0063,0.8,1963,1962,False,True,California,USA,F,True,,False,94536,AVE,yahoo.com,DEM,,6,4,0.6666666666666666,191,191
8196,12,832610,2,DEM,DEM,2016-06-07,Y,1988-08-26,A,V,N,N,V,N,3,7.0019,11.0063,0.64,1963,1963,True,True,California,USA,F,True,,True,94538,WAY,UNK,NPP,,6,3,0.5,2323,2323
8197,82,835100,0,NPP,NPP,2012-06-07,Y,2012-06-07,A,N,A,A,A,,3,7.0029,10.0031,0.7,1963,1959,False,True,UNK,India,F,True,,False,94536,OTH,UNK,NPP,,5,4,0.8,6371,6371
8198,82,835310,0,REP,REP,2003-05-27,Y,2002-04-24,A,A,N,A,A,A,3,9.2059,11.0063,0.84,1939,1939,True,True,Hawaii,USA,F,True,,True,94538,BLVD,UNK,REP,REP,6,5,0.8333333333333334,2229,2229
8199,99,832800,0,NPP,NPP,2002-10-18,N,2002-10-18,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1963,1960,False,True,UNK,Ireland,F,True,,False,94538,ST,UNK,N-DEM,,6,5,0.8333333333333334,4574,4574
8200,111,832900,0,NPP,NPP,2017-02-06,Y,2017-02-06,,,,,,,3,0.0,-1.0,-1.0,1991,1978,False,False,UNK,China,UNK,True,,False,94538,OTH,UNK,,,0,0,-1.0,2062,2062
8201,12,835100,0,DEM,DEM,2016-06-07,N,1998-04-13,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1967,1967,True,True,California,USA,F,True,,False,94536,CMN,yahoo.com,NPP,,6,3,0.5,3161,3161
8202,12,832620,2,DEM,DEM,2014-06-03,N,2014-04-29,N,N,N,V,,,3,1.2008,8.5015,0.14,1987,1957,False,True,UNK,India,F,True,,False,94538,WAY,yahoo.com,DEM,,4,1,0.25,2088,2088
8203,12,832800,0,REP,REP,2016-11-08,Y,1980-04-30,V,A,V,V,V,V,3,11.0063,11.0063,1.0,1945,1945,True,True,South Dakota,USA,F,True,,False,94538,DR,UNK,REP,REP,6,6,1.0,2499,2499
8204,1,832620,2,DEM,DEM,2014-09-24,Y,2012-11-05,A,A,A,N,,,3,7.3007,8.5015,0.86,1976,1945,False,False,UNK,India,M,True,,False,94538,DR,yahoo.com,DEM,,4,3,0.75,3885,3885
8205,99,832600,1,GRN,OTH,2010-11-02,Y,2010-10-18,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1974,1969,False,True,UNK,Ethiopia,F,True,,False,94538,CT,UNK,GRN,GRN,6,1,0.16666666666666666,4110,4110
8206,111,832210,2,NPP,NPP,2016-06-15,N,2016-06-15,N,,,,,,3,0.0,2.5001,0.0,1991,1955,False,True,UNK,UNK,F,True,,False,94538,AVE,yahoo.com,,,1,0,0.0,3117,3117
8207,99,835010,0,DEM,DEM,2002-01-06,N,1996-09-17,V,N,N,V,V,N,3,5.2025,11.0063,0.47,1960,1960,True,True,UNK,Mexico,M,True,,False,94536,CT,UNK,,,6,3,0.5,4876,4876
8208,1,832910,0,NPP,NPP,2016-10-23,Y,2011-11-13,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1990,1990,True,True,UNK,Iraq,M,True,,False,94538,PL/TER,yahoo.com,,,6,1,0.16666666666666666,3799,3799
8209,82,832810,0,DEM,DEM,2003-09-18,Y,2002-10-17,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1962,1961,False,True,California,USA,F,True,,False,94538,ST,UNK,DEM,DEM,6,5,0.8333333333333334,1831,1831
8210,27,835200,0,DEM,DEM,2006-06-06,Y,1995-08-22,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1956,1956,True,True,Michigan,USA,M,True,,False,94536,PL/TER,UNK,DEM,DEM,6,5,0.8333333333333334,1713,1713
8211,99,835500,0,NPP,NPP,1983-04-30,N,1983-04-30,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1964,1935,False,False,California,USA,M,True,,False,94536,CT,UNK,,,6,2,0.3333333333333333,1797,1797
8212,111,832710,0,LIB,OTH,2016-04-28,Y,2016-04-28,V,N,,,A,V,3,5.0049,11.0063,0.45,1961,1958,False,False,California,USA,M,True,,False,94538,CT,UNK,,LIB,4,3,0.75,6140,6140
8213,82,835300,0,DEM,DEM,2018-01-29,Y,2018-01-29,,,,,,,3,0.0,-1.0,-1.0,1933,1933,True,True,New York,USA,M,True,,True,94536,DR,gmail.com,,,0,0,-1.0,4132,4132
8214,1,835200,0,NPP,NPP,2016-10-11,Y,2012-08-30,A,A,N,N,N,,3,5.5003,10.0031,0.55,1993,1950,False,False,UNK,UNK,UNK,False,INDIA,True,94536,ST,gmail.com,NPP,,5,2,0.4,1462,1462
8215,82,835410,0,DEM,DEM,2016-09-16,Y,1992-02-20,A,,,,N,N,3,2.5001,11.0063,0.23,1973,1934,False,True,UNK,Philippines,F,True,,False,94536,CT,gmail.com,,,3,1,0.3333333333333333,3986,3986
8216,99,832800,0,DEM,DEM,2016-09-27,Y,2016-09-27,A,,,,,,3,2.5001,2.5001,1.0,1998,1958,False,True,California,USA,UNK,False,USA,False,94538,DR,gmail.com,,,1,1,1.0,2128,2128
8217,114,832700,2,DEM,DEM,2016-05-11,Y,2016-05-11,A,A,,,,,3,5.5003,5.5003,1.0,1973,1971,False,False,UNK,Viet Nam,F,True,,True,94538,BLVD,gmail.com,DEM,,2,2,1.0,6536,6536
8218,114,832710,0,DEM,DEM,2012-10-17,Y,2012-10-17,A,N,N,N,A,,3,4.0017,10.0031,0.4,1974,1973,False,False,UNK,India,UNK,True,,False,94538,OTH,UNK,DEM,,5,2,0.4,6481,6481
8219,16,832600,1,DEM,DEM,2005-11-10,N,2005-11-10,N,N,N,V,N,V,3,2.204,11.0063,0.2,1948,1945,False,True,UNK,Korea (Democratic People's Republic of),F,True,,False,94538,OTH,UNK,,DEM,6,2,0.3333333333333333,2416,2416
8220,12,835000,0,NPP,NPP,2014-11-04,Y,2007-05-22,A,A,V,A,A,A,3,11.0063,11.0063,1.0,1972,1970,False,True,UNK,China,M,True,,False,94536,AVE,UNK,NPP,NP,6,6,1.0,350,350
8221,111,832900,0,NPP,NPP,2018-05-15,Y,2018-05-15,,,,,,,3,0.0,-1.0,-1.0,1959,1945,False,True,UNK,Mexico,M,True,,False,94538,OTH,gmail.com,,,0,0,-1.0,4638,4638
8222,99,835010,0,DEM,DEM,2011-03-10,Y,2000-10-09,A,N,A,N,N,N,3,4.3005,11.0063,0.39,1974,1959,False,False,UNK,Philippines,F,True,,False,94536,CT,UNK,DEM,DEM,6,2,0.3333333333333333,353,353
8223,16,832110,0,DEM,DEM,2008-04-21,Y,2008-04-15,A,A,N,N,N,V,3,6.5035,11.0063,0.59,1989,1955,False,False,UNK,India,M,True,,False,94536,AVE,UNK,DEM,DEM,6,3,0.5,1001,1001
8224,82,835300,0,DEM,DEM,2004-10-18,Y,2004-10-18,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1972,1972,True,True,UNK,UNK,F,True,,False,94536,DR,UNK,DEM,DEM,6,5,0.8333333333333334,5777,5777
8225,27,832620,2,REP,REP,2006-06-06,Y,2003-10-02,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1968,1968,True,True,UNK,Mexico,M,False,USA,False,94538,DR,UNK,,,6,1,0.16666666666666666,3727,3727
8226,16,835500,0,DEM,DEM,2004-01-05,Y,2004-01-05,A,A,A,A,N,N,3,8.5015,11.0063,0.77,1985,1954,False,True,California,USA,F,True,,False,94536,AVE,UNK,DEM,DEM,6,4,0.6666666666666666,2893,2893
8227,82,832800,0,NPP,NPP,2002-12-12,Y,1999-09-14,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1967,1967,True,True,UNK,Korea (Democratic People's Republic of),M,True,,False,94538,CT,UNK,NPP,NP,6,1,0.16666666666666666,1060,1060
8228,111,832610,2,NPP,NPP,2018-05-20,Y,2018-05-20,,,,,,,3,0.0,-1.0,-1.0,1998,1972,False,True,UNK,Afghanistan,UNK,True,,True,94538,WAY,gmail.com,,,0,0,-1.0,2710,2710
8229,99,832400,0,NPP,NPP,2016-01-09,Y,2003-09-08,N,N,N,N,N,N,3,0.0,11.0063,0.0,1971,1971,True,True,UNK,Mexico,M,True,,False,94536,DR,yahoo.com,N-DEM,,6,0,0.0,3095,3095
8230,33,832110,0,IND,OTH,2016-06-10,Y,2016-06-10,A,,,,,,3,2.5001,2.5001,1.0,1973,1933,False,True,UNK,UNK,M,False,USA,False,94536,ST,UNK,,,1,1,1.0,6844,6844
8231,12,835400,0,REP,REP,2012-11-06,N,2000-11-13,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1931,1931,True,True,UNK,Philippines,M,True,,True,94538,AVE,UNK,REP,REP,6,1,0.16666666666666666,90,90
8232,82,832600,1,DEM,DEM,1980-03-27,Y,1980-03-27,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1946,1946,True,True,California,USA,M,True,,False,94538,CT,UNK,DEM,DEM,6,5,0.8333333333333334,742,742
8233,99,832210,2,DEM,DEM,2008-09-12,N,2008-09-12,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1984,1952,False,True,California,USA,M,True,,False,94536,CT,gmail.com,DEM,,6,3,0.5,5881,5881
8234,1,835100,0,REP,REP,2018-05-16,Y,2003-08-19,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1962,1962,True,True,UNK,Viet Nam,M,True,,False,94536,PL/TER,UNK,REP,REP,6,6,1.0,3790,3790
8235,1,832210,1,DEM,DEM,2016-05-28,Y,2012-10-24,A,A,N,A,,,3,6.7011,8.5015,0.79,1978,1974,False,True,UNK,India,M,True,,True,94536,BLVD,gmail.com,N-DEM,,4,3,0.75,113,113
8236,111,835310,0,DEM,DEM,2018-03-05,Y,2018-03-05,,,,,,,3,0.0,-1.0,-1.0,1989,1989,True,False,UNK,UNK,F,True,,True,94538,DR,UNK,,,0,0,-1.0,2497,2497
8237,92,835310,0,NPP,NPP,2004-06-07,Y,2004-06-07,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1957,1950,False,True,California,USA,F,True,,True,94538,BLVD,UNK,NPP,NP,6,1,0.16666666666666666,6169,6169
8238,32,835310,0,NPP,NPP,2018-01-01,Y,2004-07-12,N,N,N,N,N,N,3,0.0,11.0063,0.0,1947,1947,True,True,UNK,Peru,M,True,,True,94538,AVE,UNK,NPP,,6,0,0.0,299,299
8239,82,832210,2,DEM,DEM,1999-12-14,Y,1999-12-14,A,A,V,N,V,N,3,8.8023,11.0063,0.8,1970,1967,False,True,California,USA,F,True,,False,94536,CT,UNK,DEM,,6,4,0.6666666666666666,2593,2593
8240,99,832610,1,DEM,DEM,2014-07-31,Y,2014-07-31,A,A,A,,,,3,7.3007,7.3007,1.0,1958,1958,True,False,California,USA,UNK,True,,False,94538,CMN,UNK,DEM,,3,3,1.0,6736,6736
8241,32,835400,0,NPP,NPP,2010-04-01,N,1996-09-10,N,N,V,N,N,N,3,1.8004,11.0063,0.16,1978,1949,False,True,California,USA,M,True,,False,94536,CT,UNK,,,6,1,0.16666666666666666,3632,3632
8242,16,832400,0,DEM,DEM,1993-07-12,Y,1993-07-12,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1964,1963,False,False,Connecticut,USA,F,True,,False,94536,AVE,UNK,DEM,DEM,6,6,1.0,3207,3207
8243,82,832900,0,DEM,DEM,1996-07-01,Y,1996-07-01,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1955,1955,True,True,Hawaii,USA,F,True,,False,94538,DR,UNK,DEM,DEM,6,6,1.0,5522,5522
8244,1,835400,0,NPP,NPP,2016-11-02,Y,2003-08-28,N,N,N,N,N,N,3,0.0,11.0063,0.0,1985,1985,True,True,California,USA,M,True,,False,94536,DR,yahoo.com,,,6,0,0.0,94,94
8245,82,832600,1,NPP,NPP,2012-10-22,Y,2009-12-07,A,A,N,N,V,N,3,7.0019,11.0063,0.64,1987,1959,False,False,California,USA,M,True,,False,94538,AVE,UNK,NPP,,6,3,0.5,3883,3883
8246,12,832620,2,NPP,NPP,2016-06-07,Y,2010-11-18,A,V,N,N,N,N,3,5.5003,11.0063,0.5,1960,1959,False,True,UNK,India,F,True,,False,94538,CMN,hotmail.com,NPP,,6,2,0.3333333333333333,5786,5786
8247,111,832900,0,REP,REP,2016-10-17,N,2016-10-17,V,,,,,,3,2.5001,2.5001,1.0,1962,1962,True,False,UNK,China,F,True,,False,94538,DR,UNK,,,1,1,1.0,3581,3581
8248,12,835040,0,NPP,NPP,2016-11-08,N,2006-10-06,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1988,1945,False,False,California,USA,M,True,,False,94536,ST,UNK,,,6,1,0.16666666666666666,5907,5907
8249,16,832600,1,DEM,DEM,2000-10-10,Y,1984-05-06,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1963,1962,False,False,California,USA,F,True,,False,94538,AVE,UNK,DEM,DEM,6,2,0.3333333333333333,4180,4180
8250,1,832400,0,NPP,NPP,2010-05-24,Y,2010-05-24,N,N,N,N,N,N,3,0.0,11.0063,0.0,1991,1961,False,False,UNK,India,M,True,,False,94536,DR,UNK,NPP,N-AIP,6,0,0.0,3417,3417
8251,32,835400,0,NPP,NPP,2017-12-01,N,2009-10-13,N,N,N,N,N,N,3,0.0,11.0063,0.0,1969,1969,True,True,UNK,UNK,M,True,,False,94536,CT,UNK,,,6,0,0.0,3778,3778
8252,1,832810,0,DEM,DEM,2000-12-04,N,2000-12-04,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1971,1971,True,True,California,USA,F,False,USA,False,94538,DR,UNK,DEM,DEM,6,6,1.0,6266,6266
8253,1,832800,0,DEM,DEM,1996-09-06,N,1996-09-06,V,N,N,N,N,N,3,2.5001,11.0063,0.23,1943,1943,True,True,UNK,India,M,True,,False,94538,CT,UNK,,,6,1,0.16666666666666666,2465,2465
8254,1,835310,0,DEM,DEM,2017-11-07,Y,2016-03-02,A,A,,,,,3,5.5003,5.5003,1.0,1985,1985,True,False,New Jersey,USA,M,True,,True,94538,BLVD,gmail.com,NPP,,2,2,1.0,5175,5175
8255,111,835310,0,DEM,DEM,2016-04-27,Y,2016-04-27,A,A,,,,,3,5.5003,5.5003,1.0,1983,1983,True,False,UNK,UNK,M,True,,False,94538,CMN,UNK,DEM,,2,2,1.0,4175,4175
8256,82,832620,2,DEM,DEM,1996-07-03,N,1996-07-03,V,V,V,V,N,V,3,9.5047,11.0063,0.86,1949,1949,True,True,California,USA,F,True,,False,94538,WAY,UNK,DEM,DEM,6,5,0.8333333333333334,3249,3249
8257,111,835300,0,NPP,NPP,2018-05-21,N,2018-05-21,,,,,,,3,0.0,-1.0,-1.0,1989,1989,True,False,UNK,UNK,F,True,,True,94536,BLVD,gmail.com,,,0,0,-1.0,566,566
8258,12,832910,0,REP,REP,2016-11-08,N,2016-05-05,V,N,,,,,3,2.5001,5.5003,0.45,1966,1966,True,True,UNK,Guam,M,True,,False,94538,PL/TER,gmail.com,REP,,2,1,0.5,869,869
8259,109,832400,0,REP,REP,2016-10-24,Y,2016-10-24,A,,,,,,3,2.5001,2.5001,1.0,1966,1966,True,True,Wyoming,USA,M,True,,False,94536,WAY,aol.com,,,1,1,1.0,6752,6752
8260,111,832400,0,NPP,NPP,2017-09-13,Y,2017-09-13,,,,,,,3,0.0,-1.0,-1.0,1983,1983,True,False,UNK,UNK,M,True,,False,94536,WAY,UNK,,,0,0,-1.0,3932,3932
8261,1,835100,0,NPP,NPP,1992-06-16,N,1992-06-16,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1957,1957,True,False,California,USA,M,True,,False,94536,CMN,UNK,,,6,2,0.3333333333333333,6114,6114
8262,99,835400,0,DEM,DEM,2014-05-19,N,2014-05-19,N,N,N,N,,,3,0.0,8.5015,0.0,1995,1967,False,False,California,USA,M,True,,False,94536,DR,UNK,,,4,0,0.0,5161,5161
8263,1,835100,0,DEM,DEM,2012-06-20,Y,2009-12-03,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1988,1950,False,False,UNK,"Taiwan, Province of China",F,True,,False,94536,CMN,UNK,DEM,DEM,6,2,0.3333333333333333,6384,6384
8264,109,832810,0,REP,REP,2016-10-14,Y,1994-10-07,A,,,,N,N,3,2.5001,11.0063,0.23,1975,1975,True,True,UNK,India,F,True,,False,94538,DR,hotmail.com,,,3,1,0.3333333333333333,1185,1185
8265,99,832620,2,DEM,DEM,2011-08-23,N,2011-08-23,N,N,N,N,N,N,3,0.0,11.0063,0.0,1957,1957,True,False,UNK,UNK,M,True,,False,94538,WAY,UNK,,,6,0,0.0,392,392
8266,8,832900,0,NPP,NPP,2013-10-07,Y,2012-10-03,N,N,N,N,N,,3,0.0,10.0031,0.0,1964,1952,False,False,UNK,Philippines,F,True,,False,94538,DR,UNK,NPP,,5,0,0.0,3862,3862
8267,32,832700,2,NPP,NPP,2016-12-01,N,2008-09-16,N,N,N,N,N,N,3,0.0,11.0063,0.0,1950,1950,True,True,UNK,Korea (Republic of),F,True,,True,94538,BLVD,UNK,,,6,0,0.0,1607,1607
8268,82,832800,0,DEM,DEM,2004-08-21,Y,2004-08-21,A,N,A,A,A,A,3,8.0061,11.0063,0.73,1954,1951,False,True,UNK,China,F,True,,False,94538,CT,UNK,DEM,DEM,6,5,0.8333333333333334,5827,5827
8269,99,832800,0,NPP,NPP,2014-12-24,N,2014-12-24,N,N,,,,,3,0.0,5.5003,0.0,1949,1949,True,False,UNK,India,UNK,True,,False,94538,DR,UNK,,,2,0,0.0,5011,5011
8270,82,832210,2,NPP,NPP,2008-09-30,Y,2008-04-14,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1960,1960,True,True,UNK,"Taiwan, Province of China",F,True,,False,94536,CMN,hayoo.com,NPP,NP,6,5,0.8333333333333334,4400,4400
8271,10,832910,0,DEM,DEM,2001-09-14,Y,2001-09-14,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1983,1982,False,True,California,USA,M,True,,False,94538,PL/TER,UNK,DEM,DEM,6,1,0.16666666666666666,5187,5187
8272,111,832600,1,AI,OTH,2016-10-03,N,2016-10-03,V,,,,,,3,2.5001,2.5001,1.0,1996,1965,False,True,California,USA,F,True,,False,94538,AVE,comcast.net,,,1,1,1.0,2467,2467
8273,1,835100,0,NPP,NPP,2008-10-08,N,2008-10-08,V,N,V,V,V,V,3,8.0061,11.0063,0.73,1943,1943,True,False,UNK,"Taiwan, Province of China",M,True,,False,94536,DR,UNK,,N-DEM,6,5,0.8333333333333334,4148,4148
8274,16,831730,0,DEM,DEM,2003-06-26,N,2000-08-18,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1963,1963,True,False,California,USA,M,True,,False,94536,CT,UNK,,,6,2,0.3333333333333333,5083,5083
8275,99,832700,2,DEM,DEM,2016-08-06,Y,2007-06-29,N,N,N,N,N,N,3,0.0,11.0063,0.0,1983,1983,True,True,Washington,USA,F,False,USA,False,94538,BLVD,gmail.com,,,6,0,0.0,516,516
8276,23,832900,0,DEM,DEM,2017-01-05,Y,2016-06-29,A,,,,,,3,2.5001,2.5001,1.0,1987,1959,False,True,California,USA,F,False,USA,False,94538,DR,gmail.com,,,1,1,1.0,372,372
8277,16,835050,0,DEM,DEM,2010-09-29,N,2010-09-29,V,N,N,V,V,N,3,5.2025,11.0063,0.47,1972,1969,False,False,UNK,India,F,True,,False,94536,CMN,UNK,,,6,3,0.5,5448,5448
8278,99,835300,0,NPP,NPP,2012-03-26,Y,2012-03-26,A,N,A,N,A,N,3,5.8021,11.0063,0.53,1976,1971,False,True,UNK,UNK,F,True,,False,94538,AVE,UNK,NPP,NP,6,3,0.5,1036,1036
8279,1,832620,2,DEM,DEM,2018-04-18,Y,2014-07-26,A,A,A,,,,3,7.3007,7.3007,1.0,1986,1985,False,True,California,USA,M,True,,False,94538,AVE,gmail.com,DEM,,3,3,1.0,2436,2436
8280,82,832900,0,DEM,DEM,2010-11-02,Y,2002-08-02,A,V,N,N,A,N,3,7.0019,11.0063,0.64,1975,1975,True,False,UNK,Mexico,F,True,,False,94538,DR,UNK,DEM,,6,3,0.5,4306,4306
8281,99,832800,0,DEM,DEM,1970-02-28,Y,1970-02-28,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1939,1939,True,False,California,USA,F,True,,False,94538,CT,UNK,DEM,DEM,6,6,1.0,4081,4081
8282,1,832210,2,REP,REP,2016-04-07,Y,2006-05-15,A,N,A,A,A,N,3,7.0029,11.0063,0.64,1944,1944,True,False,Arizona,USA,F,True,,False,94536,WAY,UNK,REP,REP,6,4,0.6666666666666666,3917,3917
8283,16,832110,0,NPP,NPP,2013-10-26,N,2006-05-05,N,N,N,N,N,N,3,0.0,11.0063,0.0,1963,1944,False,True,UNK,Philippines,F,True,,False,94536,DR,yahoo.com,,,6,0,0.0,5067,5067
8284,1,835500,0,DEM,DEM,2018-05-21,Y,2018-05-21,,,,,,,3,0.0,-1.0,-1.0,1990,1990,True,True,New York,USA,UNK,True,,True,94536,AVE,gmail.com,,,0,0,-1.0,1212,1212
8285,29,832600,1,NPP,NPP,2017-07-01,Y,1900-01-01,N,N,,,,,3,0.0,5.5003,0.0,1995,1958,False,True,California,USA,M,True,,False,94538,DR,outlook.com,NPP,,2,0,0.0,5679,5679
