Vid,Abbr,Precinct,PrecinctSub,Party,RegDate,PAV,RegDateOriginal,E6_110816,E5_060716,E4_110414,E3_060314,E2_110612,E1_060512,District,VoterScore,VoterScorePossible,VoterScorePctOfPoss,BirthYear,OldestInHouseBirthYear,IsOldestInHouse,havePhone,BirthPlaceState,BirthPlaceCountry,Gender,sameMailAddress,MailCountry,isApt,Zip,StreetType,EmailProvider,E5_060716BT,E1_060512BT,Hid,cHid,e_sum,E34_nVotesPos,E34_nVotes,E34_nVotesPct,E56_nVotesPos,E56_nVotes,E56_nVotesPct,E78_nVotesPos,E78_nVotes,E78_nVotesPct
5884,1,835100,0,NPP,2008-10-02,N,2008-10-02,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1972,1967,False,True,UNK,India,F,True,,False,94536,CMN,yahoo.com,,,4798,4798,VNVNVN,2,1,0.5,4,2,0.5,6,3,0.5
5885,111,832900,0,NPP,2016-05-16,N,2016-05-16,N,N,,,,,3,0.0,5.5003,0.0,1981,1946,False,False,UNK,UNK,M,False,USA,False,94538,DR,gmail.com,,,5084,5084,NN,0,0,-1.0,0,0,-1.0,2,0,0.0
5886,16,835420,0,DEM,1992-10-01,Y,1992-10-01,A,A,A,A,A,N,3,10.0031,11.0063,0.91,1943,1943,True,True,New York,USA,M,True,,False,94536,ST,unk,DEM,DEM,5221,5221,ANAAAA,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
5887,23,832910,0,NPP,2003-08-27,Y,2003-08-27,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1971,1970,False,True,California,USA,M,True,,False,94538,PL,unk,N-DEM,NP,1103,1103,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5888,16,832110,0,REP,2016-06-09,N,1994-03-07,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1970,1930,False,False,California,USA,M,True,,False,94536,DR,unk,AI,,4139,4139,VNVVVV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
5889,1,835010,0,DEM,2016-10-10,Y,2016-10-09,A,,,,,,3,2.5001,2.5001,1.0,1965,1934,False,True,California,USA,F,True,,False,94536,LOOP,gmail.com,,,6362,6362,A,0,0,-1.0,0,0,-1.0,1,1,1.0
5890,27,832620,2,NPP,2006-01-05,N,2006-01-05,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1987,1987,True,True,California,USA,F,True,,False,94538,DR,unk,N-DEM,,2255,2255,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
5891,23,835100,0,REP,2000-10-10,N,1994-10-11,V,N,N,V,V,N,3,5.2025,11.0063,0.47,1967,1967,True,True,California,USA,M,True,,False,94536,CMN,unk,,,4388,4388,VNNVVN,2,1,0.5,4,2,0.5,6,3,0.5
5892,84,835000,0,REP,1987-10-13,Y,1987-10-13,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1941,1941,True,False,California,USA,F,True,,False,94536,CMN,unk,REP,REP,2028,2028,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5893,16,835410,0,AI,2003-02-03,N,1992-10-05,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1962,1962,True,True,Hawaii,USA,F,True,,False,94536,BLVD,unk,,,4170,4170,VNVNVN,2,1,0.5,4,2,0.5,6,3,0.5
5894,1,835100,0,DEM,1978-09-24,N,1978-09-24,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1945,1942,False,False,Illinois,USA,F,True,,False,94536,CT,unk,DEM,,2247,2247,VNVVVV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
5895,21,835100,0,NPP,2016-03-14,N,2016-03-14,V,,,,,,3,2.5001,2.5001,1.0,1998,1997,False,False,California,USA,F,True,,False,94536,CMN,unk,,,1019,1019,V,0,0,-1.0,0,0,-1.0,1,1,1.0
5896,1,835310,0,DEM,2012-01-25,Y,2006-10-03,A,N,N,A,A,A,3,6.2057,11.0063,0.56,1948,1946,False,True,UNK,India,F,True,,True,94538,BLVD,unk,DEM,DEM,3352,3352,AANAAN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
5897,27,832910,0,DEM,2006-11-07,N,1994-07-28,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1963,1960,False,True,California,USA,F,True,,False,94538,PL,unk,,,2341,2341,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5898,16,831730,0,REP,2008-02-05,N,2006-04-04,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1972,1972,True,True,UNK,Nepal,M,True,,False,94536,CT,hotmail.com,,,6553,6553,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5899,83,832810,0,NPP,1997-10-10,N,1997-10-10,N,N,N,N,N,N,3,0.0,11.0063,0.0,1969,1965,False,True,California,USA,M,True,,False,94538,DR,unk,,,4813,4813,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5900,111,832620,2,NPP,2016-04-20,N,2016-04-20,V,N,,,,,3,2.5001,5.5003,0.45,1991,1986,False,True,UNK,Canada,M,True,,False,94538,CMN,yahoo.com,,,1410,1410,VN,0,0,-1.0,0,0,-1.0,2,1,0.5
5901,82,835310,0,NPP,2016-03-02,Y,2016-03-02,A,N,,,,,3,2.5001,5.5003,0.45,1981,1981,True,False,UNK,Philippines,F,True,,False,94538,CMN,unk,NPP,,1061,1061,AN,0,0,-1.0,0,0,-1.0,2,1,0.5
5902,82,835400,0,REP,1996-01-16,Y,1996-01-16,A,N,V,N,V,N,3,5.8021,11.0063,0.53,1959,1950,False,True,UNK,UNK,F,True,,False,94536,CT,unk,,,6573,6573,VNVNAN,2,1,0.5,4,2,0.5,6,3,0.5
5903,111,835100,0,DEM,2016-05-21,N,1900-01-01,V,V,,,,,3,5.5003,5.5003,1.0,1997,1977,False,True,California,USA,F,False,USA,False,94536,CMN,gmail.com,DEM,,5,5,VV,0,0,-1.0,0,0,-1.0,2,2,1.0
5904,109,835010,0,DEM,2015-12-14,N,2015-12-14,V,V,,,,,3,5.5003,5.5003,1.0,1972,1972,True,True,UNK,India,UNK,True,,False,94536,CMN,yahoo.com,DEM,,2763,2763,VV,0,0,-1.0,0,0,-1.0,2,2,1.0
5905,114,832900,0,NPP,2016-11-08,N,2016-03-09,V,V,,,,,3,5.5003,5.5003,1.0,1991,1963,False,False,California,USA,UNK,True,,False,94538,DR,unk,NPP,,6193,6193,VV,0,0,-1.0,0,0,-1.0,2,2,1.0
5906,1,832900,0,NPP,1995-09-26,N,1995-09-26,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1965,1958,False,False,California,USA,F,True,,False,94538,RD,unk,,,3959,3959,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5907,111,835200,0,DEM,2016-10-26,Y,2016-10-26,,,,,,,3,0.0,-1.0,-1.0,1994,1960,False,False,California,USA,M,True,,True,94536,ST,unk,,,5806,5806,,0,0,-1.0,0,0,-1.0,0,0,-1.0
5908,99,832900,0,NPP,2002-10-23,N,2002-10-23,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1963,1963,True,True,UNK,Iran (Islamic Republic of),M,False,USA,False,94538,WAY,unk,,,3852,3852,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5909,16,832110,0,NPP,2008-09-15,N,2008-09-15,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1966,1958,False,True,UNK,India,F,True,,False,94536,TER,hotmail.com,N-DEM,,253,253,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
5910,111,835400,0,DEM,2016-09-27,Y,2016-09-27,N,,,,,,3,0.0,2.5001,0.0,1992,1958,False,True,California,USA,M,True,,False,94536,CT,gmail.com,,,2569,2569,N,0,0,-1.0,0,0,-1.0,1,0,0.0
5911,32,832910,0,NPP,2012-09-13,Y,2012-05-02,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1952,1952,True,False,UNK,"Taiwan, Province of China",F,True,,False,94538,CT,unk,NPP,NPP,6320,6320,ANNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
5912,8,832900,0,DEM,2013-11-04,N,1994-04-26,V,V,V,V,V,N,3,10.0031,11.0063,0.91,1959,1959,True,False,California,USA,F,True,,False,94538,CT,unk,DEM,,4116,4116,VNVVVV,2,1,0.5,4,3,0.75,6,5,0.8333333333333334
5913,93,832400,0,REP,2010-09-16,Y,2007-03-23,N,N,N,N,N,N,3,0.0,11.0063,0.0,1950,1950,True,True,Montana,USA,F,True,,False,94536,DR,hotmail.com,REP,REP,3488,3488,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5914,99,832900,0,REP,2016-07-18,N,2009-08-31,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1985,1954,False,True,California,USA,M,True,,False,94538,DR,yahoo.com,,,6210,6210,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5915,109,835040,0,DEM,2016-05-05,N,1900-01-01,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1958,1958,True,False,Indiana,USA,M,True,,False,94536,AVE,unk,DEM,,891,891,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
5916,82,832400,0,REP,1984-10-09,Y,1984-10-09,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1927,1927,True,True,California,USA,UNK,True,,False,94536,DR,unk,REP,REP,6196,6196,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5917,111,835010,0,NPP,2016-03-08,Y,2016-03-08,A,A,,,,,3,5.5003,5.5003,1.0,1975,1924,False,True,UNK,Pakistan,UNK,True,,False,94536,CT,yahoo.com,N-DEM,,6739,6739,AA,0,0,-1.0,0,0,-1.0,2,2,1.0
5918,82,835300,0,NPP,2015-09-28,Y,2015-09-28,A,N,,,,,3,2.5001,5.5003,0.45,1975,1975,True,True,UNK,Philippines,F,True,,True,94536,ST,comcast.net,,,4672,4672,AN,0,0,-1.0,0,0,-1.0,2,1,0.5
5919,1,835100,0,DEM,2014-02-06,Y,2014-02-06,A,A,A,A,,,3,8.5015,8.5015,1.0,1996,1956,False,False,UNK,UNK,M,True,,False,94536,CT,unk,DEM,,5658,5658,AAAA,0,0,-1.0,2,2,1.0,4,4,1.0
5920,16,831730,0,DEM,2000-08-04,N,1999-08-13,V,V,N,N,V,N,3,7.0019,11.0063,0.64,1968,1964,False,True,California,USA,M,True,,False,94536,DR,unk,DEM,,5016,5016,VNNNVV,2,1,0.5,4,1,0.25,6,3,0.5
5921,32,832600,1,DEM,2004-09-29,N,1999-10-26,N,N,N,N,N,N,3,0.0,11.0063,0.0,1963,1954,False,True,UNK,China,M,True,,False,94538,RD,unk,,,572,572,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5922,32,835310,0,REP,1977-11-18,N,1977-11-18,V,N,V,N,V,V,3,6.8053,11.0063,0.62,1934,1923,False,False,New Jersey,USA,M,True,,False,94538,AVE,unk,,REP,4988,4988,VVVNVN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
5923,1,832210,2,NPP,2016-10-20,Y,2012-10-08,A,N,N,N,A,,3,4.0017,10.0031,0.4,1985,1922,False,False,UNK,UNK,M,False,USA,False,94536,DR,yahoo.com,NPP,,4020,4020,ANNAN,1,1,1.0,3,1,0.3333333333333333,5,2,0.4
5924,105,832710,0,NPP,2017-08-14,N,2017-08-14,,,,,,,3,0.0,-1.0,-1.0,1961,1961,True,False,UNK,Mexico,F,True,,False,94538,RD,unk,,,291,291,,0,0,-1.0,0,0,-1.0,0,0,-1.0
5925,16,832110,0,DEM,2017-04-24,Y,1990-06-26,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1953,1953,True,False,Wisconsin,USA,M,True,,False,94536,ST,aol.com,REP,REP,185,185,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5926,16,832110,0,REP,2009-05-19,Y,1978-05-08,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1935,1935,True,True,California,USA,F,True,,False,94536,AVE,unk,REP,REP,4736,4736,AAANAA,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
5927,1,835000,0,DEM,2018-05-14,Y,2016-10-11,A,,,,,,3,2.5001,2.5001,1.0,1994,1994,True,True,California,USA,F,True,,True,94536,ST,att.net,,,4809,4809,A,0,0,-1.0,0,0,-1.0,1,1,1.0
5928,1,832400,0,NPP,2002-03-13,Y,1999-04-19,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1961,1961,True,False,Wisconsin,USA,M,True,,False,94536,WAY,petrie.biz,NPP,NP,1989,1989,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5929,99,832810,0,REP,2001-01-04,N,2001-01-04,V,V,N,N,N,V,3,6.5035,11.0063,0.59,1962,1962,True,False,California,USA,F,True,,False,94538,ST,unk,REP,REP,4635,4635,NVNNVV,2,1,0.5,4,1,0.25,6,3,0.5
5930,1,832710,0,DEM,2012-10-22,N,2012-10-22,V,V,V,V,V,,3,10.0031,10.0031,1.0,1985,1946,False,False,UNK,Viet Nam,UNK,True,,False,94538,AVE,unk,DEM,,5413,5413,VVVVV,1,1,1.0,3,3,1.0,5,5,1.0
5931,12,835400,0,GRN,2016-11-08,N,2014-03-21,V,V,N,N,,,3,5.5003,8.5015,0.65,1963,1960,False,False,UNK,Ukraine,F,True,,False,94536,CT,gmail.com,NPP,,771,771,NNVV,0,0,-1.0,2,0,0.0,4,2,0.5
5932,99,832400,0,DEM,2005-08-29,N,1998-04-23,V,V,V,V,V,V,3,11.0063,11.0063,1.0,1976,1951,False,True,California,USA,M,True,,False,94536,WAY,unk,DEM,DEM,2939,2939,VVVVVV,2,2,1.0,4,4,1.0,6,6,1.0
5933,82,832400,0,REP,1987-10-19,Y,1987-10-19,A,A,V,V,V,V,3,11.0063,11.0063,1.0,1954,1954,True,True,California,USA,M,True,,False,94536,WAY,unk,REP,REP,2634,2634,VVVVAA,2,2,1.0,4,4,1.0,6,6,1.0
5934,32,832910,0,DEM,2013-09-26,Y,2013-09-26,A,N,N,A,,,3,3.7009,8.5015,0.44,1969,1969,True,True,UNK,India,M,True,,False,94538,PL,hotmail.com,DEM,,3079,3079,NAAN,0,0,-1.0,2,1,0.5,4,2,0.5
5935,82,835400,0,DEM,1980-05-04,Y,1980-05-04,N,N,N,N,N,N,3,0.0,11.0063,0.0,1939,1939,True,True,California,USA,M,True,,False,94536,CT,unk,DEM,,6922,6922,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5936,1,835300,0,DEM,2016-09-17,Y,2002-03-15,A,N,N,V,V,V,3,6.2057,11.0063,0.56,1932,1932,True,False,UNK,Ukraine,M,True,,True,94536,AVE,unk,,DEM,3301,3301,VVNVAN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
5937,1,835400,0,DEM,2016-09-22,Y,2008-07-31,V,A,N,A,A,N,3,8.2027,11.0063,0.75,1990,1960,False,True,California,USA,F,True,,False,94536,WAY,gmail.com,DEM,DEM,1192,1192,ANNAVA,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
5938,82,835310,0,NPP,2008-10-20,N,2008-10-20,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1930,1930,True,False,UNK,El Salvador,F,True,,True,94538,BLVD,unk,,,4875,4875,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
5939,32,835500,0,NPP,2004-10-18,N,2004-10-18,V,N,N,N,V,N,3,4.0017,11.0063,0.36,1978,1977,False,False,Indiana,USA,M,True,,False,94536,CT,unk,,,939,939,VNNNVN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5940,16,835500,0,DEM,2008-11-04,Y,1984-09-21,N,N,N,N,N,N,3,0.0,11.0063,0.0,1959,1959,True,True,UNK,Philippines,F,True,,False,94536,TER,unk,DEM,DEM,3028,3028,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5941,1,832400,0,NPP,2010-05-13,N,2010-05-13,N,N,N,N,V,V,3,2.5048,11.0063,0.23,1960,1957,False,False,UNK,UNK,M,True,,False,94538,AVE,unk,,NP,2295,2295,VVNNNN,2,2,1.0,4,2,0.5,6,2,0.3333333333333333
5942,82,835300,0,DEM,1976-09-30,Y,1976-09-30,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1925,1925,True,True,California,USA,F,True,,True,94536,PKWY,unk,DEM,DEM,3935,3935,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5943,16,832110,0,DEM,2016-10-10,Y,2016-05-04,A,N,,,,,3,2.5001,5.5003,0.45,1989,1978,False,True,California,USA,F,True,,False,94536,AVE,yahoo.com,DEM,,3069,3069,AN,0,0,-1.0,0,0,-1.0,2,1,0.5
5944,105,835300,0,DEM,2018-01-15,Y,2018-01-15,,,,,,,3,0.0,-1.0,-1.0,1922,1922,True,False,UNK,China,M,True,,True,94536,DR,gmail.com,,,5780,5780,,0,0,-1.0,0,0,-1.0,0,0,-1.0
5945,1,832900,0,DEM,2013-02-08,Y,2013-02-08,A,V,N,N,,,3,5.5003,8.5015,0.65,1989,1959,False,False,UNK,UNK,UNK,True,,False,94538,RD,unk,DEM,,5193,5193,NNAV,0,0,-1.0,2,0,0.0,4,2,0.5
5946,1,832610,1,DEM,2012-10-17,Y,2012-10-17,A,N,N,N,A,,3,4.0017,10.0031,0.4,1986,1945,False,False,UNK,India,UNK,True,,False,94538,CMN,unk,DEM,,5636,5636,ANNAN,1,1,1.0,3,1,0.3333333333333333,5,2,0.4
5947,82,835400,0,REP,1979-09-20,Y,1979-09-20,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1940,1936,False,True,Minnesota,USA,F,True,,False,94536,DR,unk,REP,REP,4941,4941,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5948,99,832800,0,DEM,2000-10-04,N,2000-10-04,N,N,N,N,N,N,3,0.0,11.0063,0.0,1970,1970,True,False,UNK,Ethiopia,M,True,,False,94538,DR,unk,,,3406,3406,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5949,114,835300,0,REP,2016-05-05,Y,2016-05-05,A,N,,,,,3,2.5001,5.5003,0.45,1922,1922,True,False,UNK,UNK,M,True,,True,94536,DR,unk,REP,,2948,2948,AN,0,0,-1.0,0,0,-1.0,2,1,0.5
5950,99,832910,0,DEM,2016-08-10,N,1900-01-01,N,,,,,,3,0.0,2.5001,0.0,1993,1965,False,False,California,USA,UNK,True,,False,94538,PL,unk,,,6130,6130,N,0,0,-1.0,0,0,-1.0,1,0,0.0
5951,99,832710,0,NPP,2016-09-27,N,2016-09-27,N,,,,,,3,0.0,2.5001,0.0,1990,1950,False,True,New York,USA,M,True,,False,94538,AVE,gmail.com,,,5185,5185,N,0,0,-1.0,0,0,-1.0,1,0,0.0
5952,12,835300,0,DEM,2016-11-08,Y,2016-11-08,,,,,,,3,0.0,-1.0,-1.0,1972,1972,True,False,California,USA,F,True,,False,94536,PKWY,gmail.com,,,3346,3346,,0,0,-1.0,0,0,-1.0,0,0,-1.0
5953,1,832400,0,DEM,2004-03-24,N,2004-03-24,N,N,N,N,N,N,3,0.0,11.0063,0.0,1948,1948,True,True,California,USA,F,True,,False,94536,CT,unk,,,6593,6593,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5954,99,832810,0,DEM,2009-06-17,Y,2009-06-17,N,N,N,N,N,N,3,0.0,11.0063,0.0,1976,1975,False,False,UNK,India,M,True,,False,94538,DR,unk,DEM,DEM,1185,1185,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5955,111,835200,0,AI,2016-04-11,N,2016-04-11,V,N,,,,,3,2.5001,5.5003,0.45,1983,1983,True,False,UNK,UNK,UNK,True,,True,94536,ST,unk,,,4007,4007,VN,0,0,-1.0,0,0,-1.0,2,1,0.5
5956,16,835040,0,DEM,1988-08-15,Y,1988-08-15,A,A,A,A,A,A,3,11.0063,11.0063,1.0,1957,1957,True,False,UNK,Kenya,UNK,True,,False,94536,WAY,unk,DEM,DEM,3794,3794,AAAAAA,2,2,1.0,4,4,1.0,6,6,1.0
5957,23,835200,0,DEM,2016-11-17,N,2012-04-16,N,N,N,N,N,N,3,0.0,11.0063,0.0,1962,1940,False,False,UNK,China,F,True,,False,94536,TER,unk,,,4447,4447,NNNNNN,2,0,0.0,4,0,0.0,6,0,0.0
5958,99,832700,2,DEM,2016-12-09,N,2016-12-09,,,,,,,3,0.0,-1.0,-1.0,1997,1997,True,True,UNK,UNK,F,True,,True,94538,BLVD,unk,,,3290,3290,,0,0,-1.0,0,0,-1.0,0,0,-1.0
5959,99,835300,0,NPP,2016-05-15,Y,2016-05-15,A,N,,,,,3,2.5001,5.5003,0.45,1991,1967,False,True,California,USA,UNK,True,,True,94536,AVE,gmail.com,NPP,,2200,2200,AN,0,0,-1.0,0,0,-1.0,2,1,0.5
5960,1,835000,0,DEM,2004-10-18,N,2004-10-18,N,N,N,N,V,N,3,1.5016,11.0063,0.14,1928,1928,True,False,UNK,UNK,M,True,,True,94536,PKWY,unk,,,2294,2294,VNNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
5961,16,831730,0,NPP,2000-10-18,Y,2000-10-18,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1969,1967,False,False,UNK,Hong Kong,F,True,,False,94536,CT,unk,N-DEM,NP,3206,3206,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5962,111,835100,0,NPP,2016-10-18,Y,2016-10-18,A,,,,,,3,2.5001,2.5001,1.0,1971,1971,True,False,UNK,India,F,True,,False,94536,DR,gmail.com,,,6526,6526,A,0,0,-1.0,0,0,-1.0,1,1,1.0
5963,1,835300,0,DEM,2010-10-18,Y,2007-02-23,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1951,1946,False,True,Washington,USA,M,True,,False,94538,AVE,unk,DEM,DEM,874,874,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5964,92,832210,2,REP,1996-10-07,Y,1996-10-07,A,A,A,N,A,N,3,8.8023,11.0063,0.8,1936,1936,True,True,California,USA,F,True,,False,94536,DR,unk,REP,REP,6206,6206,ANANAA,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
5965,1,832700,2,NPP,2010-04-14,Y,2010-04-14,A,N,N,V,A,N,3,5.2025,11.0063,0.47,1974,1974,True,True,UNK,India,UNK,True,,True,94538,BLVD,unk,NPP,NP,4546,4546,ANNVAN,2,1,0.5,4,2,0.5,6,3,0.5
5966,97,832700,2,REP,2002-03-05,Y,1984-05-21,A,A,A,N,A,A,3,9.8055,11.0063,0.89,1954,1954,True,True,California,USA,F,True,,True,94538,BLVD,unk,REP,REP,201,201,AAANAA,2,2,1.0,4,3,0.75,6,5,0.8333333333333334
5967,10,832610,1,DEM,2002-04-18,Y,2002-04-18,A,N,N,N,A,N,3,4.0017,11.0063,0.36,1940,1940,True,True,Oklahoma,USA,F,True,,False,94538,TER,unk,DEM,DEM,542,542,ANNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5968,12,835400,0,DEM,2016-11-08,Y,2004-06-24,V,A,A,A,A,A,3,11.0063,11.0063,1.0,1967,1967,True,False,UNK,Romania,F,True,,True,94536,ST,yahoo.com,DEM,DEM,2398,2398,AAAAVA,2,2,1.0,4,4,1.0,6,6,1.0
5969,82,835040,0,REP,1992-08-21,Y,1992-08-21,A,N,V,N,V,N,3,5.8021,11.0063,0.53,1961,1958,False,False,California,USA,M,True,,False,94536,AVE,unk,,,4732,4732,VNVNAN,2,1,0.5,4,2,0.5,6,3,0.5
5970,1,832800,0,NPP,2018-05-10,Y,2015-07-06,A,N,,,,,3,2.5001,5.5003,0.45,1974,1974,True,False,California,USA,F,True,,False,94538,DR,unk,DEM,,2802,2802,AN,0,0,-1.0,0,0,-1.0,2,1,0.5
5971,1,835010,0,REP,2016-03-01,Y,1995-10-18,A,N,V,N,A,V,3,6.8053,11.0063,0.62,1953,1946,False,True,Indiana,USA,M,True,,False,94536,CT,hotmail.com,REP,REP,3498,3498,AVVNAN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
5972,111,832800,0,DEM,2016-09-27,N,2016-09-27,N,,,,,,3,0.0,2.5001,0.0,1964,1956,False,False,UNK,UNK,M,True,,False,94538,ST,unk,,,5006,5006,N,0,0,-1.0,0,0,-1.0,1,0,0.0
5973,1,832700,2,DEM,2012-09-26,N,2000-01-20,V,V,V,N,V,N,3,8.8023,11.0063,0.8,1973,1971,False,False,New York,USA,F,True,,True,94538,BLVD,gmail.com,DEM,,6638,6638,VNVNVV,2,1,0.5,4,2,0.5,6,4,0.6666666666666666
5974,92,835300,0,REP,2016-04-06,Y,2003-08-06,A,N,N,N,V,N,3,4.0017,11.0063,0.36,1953,1953,True,True,UNK,Philippines,M,True,,True,94536,ST,yahoo.com,REP,,2332,2332,VNNNAN,2,1,0.5,4,1,0.25,6,2,0.3333333333333333
5975,99,832800,0,REP,2004-09-14,Y,1992-05-04,A,N,N,N,N,N,3,2.5001,11.0063,0.23,1973,1973,True,True,California,USA,M,True,,False,94538,DR,unk,REP,REP,4347,4347,NNNNAN,2,0,0.0,4,0,0.0,6,1,0.16666666666666666
5976,1,835400,0,REP,1988-04-18,N,1988-04-18,V,N,V,N,V,V,3,6.8053,11.0063,0.62,1952,1952,True,True,California,USA,M,True,,False,94536,CT,unk,,REP,6164,6164,VVVNVN,2,2,1.0,4,3,0.75,6,4,0.6666666666666666
5977,1,832610,2,NPP,2004-10-14,N,2004-10-14,V,N,V,N,V,N,3,5.8021,11.0063,0.53,1951,1948,False,True,UNK,Korea (Democratic People's Republic of),F,True,,True,94538,DR,unk,,,2412,2412,VNVNVN,2,1,0.5,4,2,0.5,6,3,0.5
5978,111,832620,1,NPP,2017-11-22,N,2017-11-22,,,,,,,3,0.0,-1.0,-1.0,1956,1956,True,False,UNK,UNK,UNK,True,,False,94538,DR,unk,,,2492,2492,,0,0,-1.0,0,0,-1.0,0,0,-1.0
5979,99,835310,0,DEM,2012-11-04,Y,2008-01-08,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1971,1968,False,False,UNK,UNK,F,False,INDIA,True,94538,ST,gmail.com,DEM,DEM,4848,4848,ANNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
5980,111,832910,0,AI,2016-10-19,Y,2016-10-19,A,,,,,,3,2.5001,2.5001,1.0,1987,1987,True,True,California,USA,UNK,True,,False,94538,PL,yahoo.com,,,1197,1197,A,0,0,-1.0,0,0,-1.0,1,1,1.0
5981,99,832110,0,MP,2014-03-14,Y,2005-03-04,,,N,N,N,N,3,0.0,11.0063,0.0,1981,1966,False,False,UNK,Viet Nam,M,True,,False,94536,ST,unk,,,1327,1327,NNNN,2,0,0.0,4,0,0.0,4,0,0.0
5982,27,835400,0,DEM,2000-02-02,Y,2000-02-02,N,N,N,N,A,N,3,1.5016,11.0063,0.14,1933,1933,True,True,UNK,Portugal,F,True,,False,94536,CT,unk,DEM,DEM,2357,2357,ANNNNN,2,1,0.5,4,1,0.25,6,1,0.16666666666666666
5983,1,835300,0,NPP,2017-09-28,Y,1992-09-15,A,N,A,V,A,A,3,8.0061,11.0063,0.73,1961,1961,True,False,Mississippi,USA,F,True,,True,94538,AVE,unk,DEM,DEM,4904,4904,AAAVAN,2,2,1.0,4,4,1.0,6,5,0.8333333333333334
5984,12,832400,0,NPP,2016-11-08,N,2002-05-08,V,V,N,N,N,N,3,5.5003,11.0063,0.5,1961,1961,True,False,California,USA,F,True,,False,94536,CT,startmail.com,NPP,,4312,4312,NNNNVV,2,0,0.0,4,0,0.0,6,2,0.3333333333333333
5985,23,835400,0,DEM,2013-04-02,N,2013-04-02,V,N,V,N,,,3,4.3005,8.5015,0.51,1980,1975,False,True,Ohio,USA,F,True,,False,94536,DR,unk,,,2711,2711,VNVN,0,0,-1.0,2,1,0.5,4,2,0.5
